-0.173758,0,0.984792,0,0,1,0,0,-0.984792,0,-0.173758,0,22.3013,0,-0.193766,1|
0.989448,0,0.144929,0,0,1,0,0,-0.144929,0,0.989448,0,22.3013,0,-0.193766,1|
0.989448,0,0.144929,0,0,1,0,0,-0.144929,0,0.989448,0,17.7895,0,-0.854641,1|
0.0562072,0,-0.998427,0,0,1,0,0,0.998427,0,0.0562072,0,17.7895,0,-0.854641,1|
0.0562072,0,-0.998427,0,0,1,0,0,0.998427,0,0.0562072,0,17.5985,0,2.54001,1|
0.974705,0,0.223537,0,0,1,0,0,-0.223537,0,0.974705,0,17.5985,0,2.54001,1|
0.999904,0,-0.0145596,0,0,1,0,0,0.0145596,0,0.999904,0,-0.0227948,0,1.72686,1|
0.569062,0,0.822309,0,0,1,0,0,-0.822309,0,0.569062,0,-0.0227948,0,1.72686,1|
0.569062,0,0.822309,0,0,1,0,0,-0.822309,0,0.569062,0,-2.61771,0,-2.02287,1|
0.984816,0,-0.173677,0,0,1,0,0,0.173677,0,0.984816,0,-3.12982,0,-1.93256,1|
